tweet_text_cleaned,user_description_cleaned,source,original_tid,u_id,label,is_synthetic,model
"RT {{MENTION}}: “[With this insistence folks have ""free will""] we can unleash ourselves freely in casting judgment & inflicting harm on ot…","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1545282567934382082,169,0,0,original
"I’ve just been writing about the fascinating Forth Bridge for my next book ‘A Bash With The British Empire’ Did you know that the very first WW2 German air attack on Britain took place over the top of it? In Oct 39, bombers targeted Navy ships nearby {{URL}}",BBC TV Presenter - Antiques Broker - Speaker - Artist - Auctioneer. New Antiques Channel on YouTube: {{URL}},following_39,t_1282961693182746624,234,0,0,original
{{MENTION}} My parents and in-laws did it forever to me. They finally gave up. Today my hair is almost down to my waistline in the back and I’m 65-years-old. Everyone says it’s beautiful hair. You do your own thing:-))),"Author, writer, CEO, entrepreneur, (My Flower Bag) Blogger, animal lover. #author #realist #salvage #collectibles #pickers #turntrash2 #How-to",follower_56,t_1546509111214444544,432,0,0,original
"RT {{MENTION}}: La ""seguridad privada"" que cerró la carretera en Badiraguato mientras el presidente se reunía con sus ""patrocinadores""…",‏أوليسيس Purge FxF UxU,follower_71,t_1530571984865841152,658,0,0,original
{{MENTION}} CT dems are pushing ivory boondoggle despite evidence poached ivory not coming to U.S. {{MENTION}} {{URL}},"Opposing CT hb5578, MA h1275, RI2796 which ban antique ivory. Save elephants without violating property rights, gun rights, art, history and culture.",follower_119,t_724762598521065472,2,0,0,original
{{MENTION}} Wonderful man 👨,Dealer of Antiques and Collectables.,follower_19,t_1407389027184132099,316,0,0,original
Fudge. Fudge fudge,lewes chocolate company a good place for chocolate!,follower_32,t_259657880733626368,226,0,0,original
RT {{MENTION}}_uk77: #RT {{MENTION}}: RT {{MENTION}}: When Boris Johnson is not whipping his cowardly MPs to let a million children go…,"The Leading Fine Art Auctioneers of East Cornwall - our auctioneer Paul Clark LOVES dogs, Leeds Utd, tea, music, antiques, boxing, beer, wine & politics.",follower_113,t_1320368305002205186,315,0,0,original
RT {{MENTION}}: #FF 28 for the price of one {{MENTION}}_girls - a wonderful blog about writing historical fiction & {{MENTION}} one of contr…,"The History Girls are 28 top writers of historical fiction for YA, MG and adult readers, who blog daily.",follower_61,t_388585340103311360,213,0,0,original
Dozens of staff and freelancers who worked at the 2018 exhibition Manifesta 12 in Palermo have been left in the lurch {{MENTION}} {{URL}},Download our new iOS app for compelling stories and in-depth analysis about the art world {{URL}},following_32,t_1387764894850822147,179,0,0,original
"This awe-inspiring Meissen porcelain mirror is finely decorated with every minute detail, down to the last petal. {{URL}} {{URL}}","Prestigious London gallery in the heart of Mayfair, dealing in a diverse range of 19th century antiques and artworks.",follower_35,t_926116783341350912,227,0,0,original
RT {{MENTION}}: The only ivory I will ever find beautiful is the one on elephants which are alive. Pic by Mark Drury #worthmorealive h…,First online Watch Collectors Catalogue Raisonné it's awesome! Get yours now,follower_48,t_727792325267750912,89,0,0,original
{{MENTION}} Thanks!,"#SoulsHarbour co-founder & CEO. Serving 100,000+ meals yearly in Halifax, Bridgewater & Truro. #MissionMart 🛒 thrift store now open - 265 Susie Lake Crescent",follower_19,t_1332802570167914497,158,0,0,original
RT {{MENTION}}: Using Video Marketing For Your Next Event {{URL}} via {{MENTION}} #videomarketing #video #virtualevents #NSM…,I am an SEO & social media expert. My aims and passion for Seo & Youtube Promtion . I love helping businesses grow in areas of online.,follower_10,t_1318548449604808706,237,0,0,original
New items in cabinet 124 #astraantiquescentre #victorian #doll #silver #medal #Georgian #ivory {{URL}},,seed_r1,t_1075048050647883776,1116,1,0,original
RT {{MENTION}}: So Nancy Pelosi refuses Trump’s request for a national guard presence on Jan 6 & simultaneously has a documentary film…,"Wife, Christian, Conservative, retired real estate broker/investor. Mom to rescue🐕Annie. Animal lover and protector. l ❤️President Trump #MAGA #TrumpTrain",follower_102,t_1582258058994286592,285,0,0,original
{{URL}} original vintage rolex airking dated 1979 now listed on ebay. Rare blue dial. #airking #rolex #rolexwatch #vintagerolex #rolexoyster #classicrolex#rolexairking #rolex5500,Vintage uk watch shop established 1973. Specialist watch restoration and sales. Family business⌚ 0207 250 3734 (Also WhatsApp) Info{{MENTION}}.co.uk,following_25,t_1021472713859321856,225,0,0,original
RT {{MENTION}}: Determinantes sociales e intereses económicos hacen que tener vida saludable sea todo un reto. En las comunidades más pobres…,Un perro me mordió la cara...ya lo perdoné.,follower_30,t_1018989854363811841,711,0,0,original
RT {{MENTION}}: 💥🎈 {{URL}},{{MENTION}} {{MENTION}},following_23,t_1354153234428956672,124,0,0,original
Check out Blanque 1 Crinkle Textured Ivory Single Button Sculptural Jacket Lagenlook L #Blanque {{URL}} via {{MENTION}},"1930s-80s vintage attire, upscale consignment, random kitsch/camp flourishes, mystery novel in progress, food/drink geek, Chicago-based, globally oriented.",follower_40,t_1089943709762940928,68,0,0,original
'Malice In Wonderland'-A bonus demo track which appears on the soundtrack album of 'Down The Rabbit Hole'-a twisted dark psychedelic puppet movie retelling the Alice In Wonderland tale-FREE to download via Sacred Realm Records this weekend! {{URL}},Fear Incorporated are a theatre macabre band formed in 2008 We write themed albums on all aspects of fear and the macabre.,follower_6,t_1401557466551394307,549,0,0,original
{{MENTION}} I have 15 people coming tomorrow (Thurs) at 12noon - will you be able to accommodate us OK pls? #excited,"Love local business & businesses doing good. Passionate foodie. ex {{URL}}, now Chief Customer Officer at award-winning {{URL}}",follower_95,t_639128918453276672,196,0,0,original
You can buy this antique carving of Lions And Rhino handcrafted statue produced using with the finest Mammoth Ivory. Christmas Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}},I love Art especially Carved legal ivory,seed_0,t_1077086756384718848,11,1,0,original
"Vintage Ivory Linen Handkerchief Brussels Style Lace, Wedding Bridal Ladies Collectible Hankie Hanky by GracesVintageGarden {{URL}}","Curated Etsy shop of vintage & antique jewelry, tea cups, porcelain, fine table linens and such. {{URL}} #cvid",seed_r1,t_1382079534556667904,12,0,0,original
RT {{MENTION}}: A rare blue moon will appear today {{URL}} #bluemoon,"We operate daily guided Stonehenge tours departing from London, Bath and Salisbury. Enter the inner circle with our exclusive VIP private access tours.",follower_25,t_627002057266982912,395,0,0,original
RT {{MENTION}}: 🤔👇🙄 {{URL}},I am a proud and unrelenting Trump supporter. I follow all fellow Trump Deprorables.....MAGA! Check me out at Parler {{MENTION}} (IFB),following_35,t_1338545891561631744,211,0,0,original
"🏆 We are delighted to partner with the {{MENTION}} to deliver the Marsh Community Archaeology Awards. It is the people who are at the herat of the charity sector, and who voluntarily or prfoessionally go above and beyond to make a difference. {{URL}}","We are the Council for British Archaeology, a UK educational charity dedicated to involving people in archaeology. Join us for less than £3.50 a month!",following_40,t_1513109679680933891,967,0,0,original
Women’s Sterling Silver Earrings Ornate Filigree Marked Turkey 925 Jewelry {{URL}} {{MENTION}} #sterling #silver #dangle #earrings #filigree #womens #jewelry ⁦{{MENTION}}⁩,We love antique photographs and ephemera that has lasted over 100 years - each and every piece should be saved and added to the right collection. #ebayseller,follower_25,t_1138230354194472960,623,0,0,original
RT {{MENTION}}: Caerphilly Morrisons undergoing £1.5m refit: Supermarket Morrisons is spending £1.5 million to turn its Caerph... http…,Home to the world famous porcelain now back in production #chinaworks #museum #artscentre #workshops #cafe #heritage #nantgarw #porcelain,follower_30,t_377107039782055937,405,0,0,original
Delighted to be there next to you! {{URL}},"Historical Romance author, Auctioneer & valuer, UK TV antiques expert. Mum to 3 lovely monsters. Loves tea. And gin.",follower_68,t_1148562799465062400,793,0,0,original
This #Chinese ivory figure group is one of many Oriental ivories in our #auction on Tuesday. #Antique {{URL}},"We are the oldest established fine art and antiques auctioneers in our region holding auctions in Northumberland Street, Darlington, since 1840.",follower_81,t_710887319394525185,1127,1,0,original
RT {{MENTION}}: #China Agrees To Phase Out Its #Ivory Industry : {{URL}} | #MS213 #elephants #poaching {{URL}},"Online Seller of Antiques, Collectables, Militaria, Coins, Stamps Memorabilia | Dropshipping | Online Stores | Hashtag = #0811RMA",follower_15,t_604449287896834048,57,0,0,original
RT {{MENTION}}: Can't wait for this to happen again. Goodnight to all true Liverpool supporters. Stay safe everyone. #YNWA {{URL}},YOUTH PARLIAMENTARIAN || PHILANTHROPIST || MYSTIC.FX TRADER.Trusted broker; {{URL}},follower_119,t_1372543150380756992,1064,0,0,original
"#Courbet’s rediscovered painting, which was found in an attic in #France,failed to sell yesterday at #Christies #NYC. {{URL}}",An extraordinary search engine created particularly for collectors to save time & money. Imprint: {{URL}},follower_56,t_593343562567327744,636,0,0,original
Meissen Porcelain Cupid Knocking on a Heart. Link: {{URL}} #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}},I love Art especially Carved legal ivory,seed_0,t_1153673117086048257,11,1,0,original
"RT {{MENTION}}: UK Prime Minister Theresa May tells Donald Trump ""retweeting from Britain First was the wrong thing to do"" {{URL}}",Bringing You Up-To-Date News From Around The Globe. Also {{MENTION}} | {{MENTION}} | {{MENTION}} | {{MENTION}} |,follower_29,t_936369939522482176,386,0,0,original
"{{MENTION}} Time to fix the air problem at Hillcrest. Everyone complains about the humidity/mugginess, it's enough to kill an asthmatic","Guitarist of {{MENTION}}, Multi Platinum, Writer, Producer. {{URL}}",follower_87,t_562438451854061569,408,0,0,original
"SOLD £10,500 #Arts&Crafts #Liberty 'Cymric' #silver, #enamel & shagreen box & cover, Birmingham 1901 #ArchibaldKnox {{URL}} {{URL}}",Shropshire’s leading Antique & Fine Art Auctioneers. Monthly Antiques & Interiors Auctions as well as four seasonal Fine Auctions annually.,follower_99,t_878289474567917569,758,0,0,original
"RT {{MENTION}}: Jesus loves you, focus on that today 😉",A Simple Man and I will finish with favor... {{URL}},following_20,t_1493173397055950851,802,0,0,original
{{MENTION}} Sending LOTS of love x,⭐Journalist. TV Producer. Vintage Retailer⭐BBC. Channel 4. Cosmo. Eve. Daily Mail. New Woman. Telegraph. Vogue⭐MD {{MENTION}}⭐Co-Owner {{MENTION}},follower_71,t_1223383346824335361,414,0,0,original
"Another day back in the #AYGpopupshop #churchstreet {{MENTION}} {{MENTION}}, perfect day to do some #antique #interior #shopping","Cubbit Antiques. Based at 289 Lillie Road, SW6, sell antique, architectural & interior items. Love everything about the industry,",following_16,t_781782654911913984,482,0,0,original
"Рубрика «Новые поступления» Документы и фотографии Угрюмова Бориса Петровича (1892-1963) – главного судебно-медицинского эксперта Военно-морского флота в 1944-1945 гг. Метрическая выпись / Копия метрики. Дана в том, что 26 мая 1892 г. родился младенец мужского пола Борис. #вмм {{URL}}",Военно-Медицинский Музей/Military Medical Museum 🏛 Санкт-Петербург/Saint-Petersburg. 📩milmedmuseum{{MENTION}}.ru ☎ Экскурсии: 952-55-43. Касса: 315-91-69.,following_9,t_991656952131473408,404,0,0,original
{{MENTION}} {{MENTION}} {{MENTION}} We must come up and have a look,Home to the world famous porcelain now back in production #chinaworks #museum #artscentre #workshops #cafe #heritage #nantgarw #porcelain,follower_30,t_1028686258988621824,405,0,0,original
Check out #CharlesTyrwhitt #Red w Blue #Bullseye #Geometric #Necktie #Tie Made in England {{URL}} {{MENTION}},things of class from the past! visit our Facebook page and find out how to receive FREE shipping on your purchase!,follower_61,t_637815250990047232,753,0,0,original
